First line of second CSV;;;;;;;;;;;;;;;;;;
Date/Time Generated;2/20/19 4:39 AM;;;;;;;;;;;;;;;;;
Report Time Zone;Europe/Paris;;;;;;;;;;;;;;;;;
Account ID;743372;;;;;;;;;;;;;;;;;
Date Range;2/19/19 - 2/19/19;;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Internet (8364571);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Mobile (8365738);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Internet (8364841);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Mobile (8364118);;;;;;;;;;;;;;;;;
MRC Accredited Metrics;None;;;;;;;;;;;;;;;;;
Report Fields;;;;;;;;;;;;;;;;;;
Header of second CSV at line 12;Placement;Date;DBM Cost (Account Currency);OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_fidelisation-terminal_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait-multi-ligne_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-offre-mobile_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-migration-xdsl-vers-fibre_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-fibre_2018-05: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_migration-open-xdsl-vers-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-xdsl_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-xdsl_2018-01: Total Conversions;SH-Mobile-Livebox_2018-01_Sales : sh_mobile-livebox_cv_acq-offre-convergente_2018-01: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-adsl_2018-08: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-fibre_2018-10: Total Conversions
FR Orange Mobile;22270423_tradelab_stvalentin_std_300x250_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi4-stvalentin-mobile;19/02/2019;34.75;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270423_tradelab_stvalentin_std_300x250_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi4-terminaux-mobile;19/02/2019;118.28;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270423_tradelab_stvalentin_std_300x50_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi4-stvalentin-mobile;19/02/2019;3.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270423_tradelab_stvalentin_std_300x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi4-terminaux-mobile;19/02/2019;269.54;0.00;3.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00
FR Orange Mobile;22270423_tradelab_stvalentin_std_320x50_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi4-stvalentin-mobile;19/02/2019;35.35;0.00;5.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270423_tradelab_stvalentin_std_728x90_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi4-terminaux-mobile;19/02/2019;69.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00
FR Orange Mobile;22270423_tradelab_stvalentin_std_970x250_cpm_web_dis-eve_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi4-terminaux-mobile;19/02/2019;20.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1000x300_cpm_web_dis-eve_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;1.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1000x300_cpm_web_dis-eve_prosp_npa_profiling_dbm_2nd-tl_or-mob_kpi4-terminaux-mobile;19/02/2019;1.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1000x300_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;2.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1000x300_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1000x300_cpm_web_dis-eve_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;3.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_120x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;9.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_or-mob_kpi4-terminaux-mobile;19/02/2019;9.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;10.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;0.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_120x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;36.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_160x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;50.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_or-mob_kpi4-terminaux-mobile;19/02/2019;46.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;92.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;1.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_160x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;62.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1800x1000_cpm_web_dis-eve_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1800x1000_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_1800x1000_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x250_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;28.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x250_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;45.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x250_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;147.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_or-mob_kpi4-terminaux-mobile;19/02/2019;132.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;199.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;23.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x250_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;225.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;2.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x50_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;61.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;69.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_or-mob_kpi4-terminaux-mobile;19/02/2019;143.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;226.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;8.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_300x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;133.48;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_320x480_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;0.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_320x480_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;11.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_320x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;32.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_320x50_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-stvalentin-mobile_kpi4-stvalentin-mobile;19/02/2019;212.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_728x90_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;182.25;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_or-mob_kpi4-terminaux-mobile;19/02/2019;107.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;192.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;19.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_728x90_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;163.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_970x250_cpm_web_dis-eve_prosp_npa_lookalike_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;13.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_2nd-tl_or-mob_kpi4-terminaux-mobile;19/02/2019;10.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi4-terminaux-mobile;19/02/2019;16.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi4-terminaux-mobile;19/02/2019;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22270900_tradelab_stvalentin_std_970x250_cpm_web_dis-eve_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi4-terminaux-mobile;19/02/2019;18.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;1.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;9.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;2.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;8.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;9.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;1.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;6.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;12.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;15.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;5.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;4.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;16.51;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;17.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;14.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;17.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;10.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;31.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;24.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;2.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;15.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;22.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;26.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;0.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
