First line of second CSV;;;;;;;;;;;;;;;;;;
Date/Time Generated;2/20/19 4:39 AM;;;;;;;;;;;;;;;;;
Report Time Zone;Europe/Paris;;;;;;;;;;;;;;;;;
Account ID;743372;;;;;;;;;;;;;;;;;
Date Range;2/19/19 - 2/19/19;;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Internet (8364571);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Mobile (8365738);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Internet (8364841);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Mobile (8364118);;;;;;;;;;;;;;;;;
MRC Accredited Metrics;None;;;;;;;;;;;;;;;;;
Report Fields;;;;;;;;;;;;;;;;;;
Header of second CSV at line 12;Placement;Date;DBM Cost (Account Currency);OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_fidelisation-terminal_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait-multi-ligne_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-offre-mobile_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-migration-xdsl-vers-fibre_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-fibre_2018-05: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_migration-open-xdsl-vers-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-xdsl_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-xdsl_2018-01: Total Conversions;SH-Mobile-Livebox_2018-01_Sales : sh_mobile-livebox_cv_acq-offre-convergente_2018-01: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-adsl_2018-08: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-fibre_2018-10: Total Conversions
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;2.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;1.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;9.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;1.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;0.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;20.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;13.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;1.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;18.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;1.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;13.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;7.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;20.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;2.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;1.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;5.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;17.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;21.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;22.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;2.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;2.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;5.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;19.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;2.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;12.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;6.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;7.97;0.00;0.00;0.00;1.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;5.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;5.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;19.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;1.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;1.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;5.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;4.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;18.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;7.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;25.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;4.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;9.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;27.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;1.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.25;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.35;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;7.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;14.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;4.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;6.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;15.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_1000x300_cpm_web_dis-eve_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;4.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_120x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;3.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_160x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;48.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_300x250_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;46.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_300x250_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;21.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_300x50_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;2.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_300x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;73.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_320x50_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;37.36;0.00;1.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00
FR Sosh Mobile;22271035_tradelab_stvalentin_std_728x90_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi4-terminaux-mobile;19/02/2019;41.17;1.00;0.00;0.00;0.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
